tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,response_list,conversation_id,intent,confidence,is_low_conf,is_fallback,is_user,is_company
954249,346421,True,Sat Oct 21 14:51:57 +0000 2017,@AppleSupport how much does it cost to get my iPhone 6 Plus screen fixed?,954248,,[954248],954249.0,smalltalk,0.8728615856096573,False,False,True,False
1212378,404209,True,Wed Oct 25 12:38:12 +0000 2017,@Tesco Sent,,1210816.0,[],1210814.0,smalltalk,0.40894531811703927,True,True,True,False
903259,IHGService,False,Sun Oct 22 22:45:30 +0000 2017,@221415 2/2 your concerns. A technician will be alerted about the WiFi in the meantime.^gc https://t.co/2rT0l9N9Cu,,903258.0,[],903258.0,billing_issue,0.6381263310510585,False,False,False,True
1782593,AskPayPal,False,Sun Oct 29 16:40:29 +0000 2017,@535562 Thanks for letting us know! I have responded to your DM. Please check this when you have a chance! :) ^NEM,,1782591.0,[],1782592.0,refund_request,0.7240552949587673,False,False,False,True
359787,201216,True,Sun Oct 08 16:38:46 +0000 2017,"@AmazonHelp Just emailed! Thanks, boo!",,359786.0,[],359788.0,general_query,0.9003518971095905,False,False,True,False
863703,325112,True,Mon Nov 20 23:50:33 +0000 2017,@SpotifyCares so is this on Spotify or not? Shows up online but not in the app.... https://t.co/WXhiMeT8MU,863702,,[863702],863703.0,technical_problem,0.9776277442015716,False,False,True,False
1756216,AskAmex,False,Tue Nov 07 19:24:00 +0000 2017,@237700 Hi.Some of these offers could be based on where you use your card. Please be sure to check your account online under My Offers.,1756217,1756215.0,[1756217],1756215.0,general_query,0.6361590435033404,False,False,False,True
172819,SouthwestAir,False,Fri Nov 24 22:17:33 +0000 2017,"@156420 Thanks for the shout out, Catherine! We look forward to seeing onboard again soon! ^SH",,172820.0,[],172820.0,refund_request,0.6167833149643066,False,False,False,True
1455670,Tesco,False,Thu Nov 02 19:44:46 +0000 2017,"@457880 @457881 Hi Debbie, sorry to learn that these products have gone off before the used by date. 1/4",,1455671.0,[],1455671.0,order_status,0.6101538820199501,False,False,False,True
1723528,SpotifyCares,False,Tue Nov 07 09:05:53 +0000 2017,@521369 Hey there! Could you DM us your account's email address? We'll check backstage /LW https://t.co/ldFdZRiNAt,,1723529.0,[],1723529.0,order_status,0.550795329534754,True,True,False,True
2295667,AppleSupport,False,Mon Nov 13 14:35:36 +0000 2017,@263940 Fantastic!  We're glad to hear that you got the credit for your hard work. Have a good rest of your day.,,2295665.0,[],2295669.0,general_query,0.8260030508193978,False,False,False,True
390690,NikeSupport,False,Wed Oct 11 14:09:52 +0000 2017,"@208015 Please give us a call at 1-800-379-6453 (8a-5p PT, M-F) to assist you further.",390691,390689.0,[390691],388875.0,smalltalk,0.658792486611901,False,False,False,True
92536,136038,True,Thu Nov 30 14:15:38 +0000 2017,@AppleSupport whenever I BUY a song or album on iTunes it first of all  charges me and then tells me I haven't purchased it so I always have to purchase everything multiple times in order to have it in my music and then it'll tell me I can't listen to it because I don't have,92535,,[92535],92536.0,refund_request,0.8149303969336334,False,False,True,False
2345374,321445,True,Fri Oct 20 06:40:42 +0000 2017,@ArgosHelpers tried to order this on the 28th of October.  However Argos Website crashed.  Are u going to honour the price.  Thank you https://t.co/J568V9IL2y,2345373,,[2345373],2345374.0,order_status,0.46815628647746377,True,True,True,False
603403,263352,True,Sun Dec 03 21:47:24 +0000 2017,Literally cable tv would go out of business if they went to pay as you consume model or service is available model. #Spectrum,603402,,[603402],603403.0,technical_problem,0.8083808632591039,False,False,True,False
2160311,634483,True,Wed Nov 08 06:33:33 +0000 2017,Hey! I'm having trouble loading Hulu for an odd reason. It say's that javascript isn't enabled although I do have it enabled. I even turned off adblock. It would be greatly appreciated for some help @hulu_support,2160310,,[2160310],2160311.0,unknown,0.6801531493071306,False,True,True,False
2091185,618007,True,Mon Nov 20 06:35:28 +0000 2017,@USCellularCares can you unlock my iphone 6,2091183,,[2091183],2091185.0,billing_issue,0.5058422704440421,True,True,True,False
1289948,321410,True,Thu Oct 26 20:04:34 +0000 2017,@115913 @115725 @ATT Can't be worse than @115911. Officially on our 4th month of them not paying our Sprint bill to switch. As promised. Now it's in collections,1292337,1289937.0,[1292337],1289937.0,general_query,0.4153812435973733,True,True,True,False
504822,DellCares,False,Fri Dec 01 20:36:25 +0000 2017,"@235730 and click on "" How to disable Automatic Restart"".
Should you need any assistance, DM the system service tag along with the registered owner name and your email address in order to assist you further. 
Link to find the service tag: https://t.co/mrUc4VMt8w.^KL (2/2) https://t.co/oEoSPnwg0y",,504823.0,[],504823.0,account_access,0.4667128743382086,True,True,False,True
2447728,701646,True,Wed Nov 15 01:45:42 +0000 2017,@AmericanAir So disappointed in your service. How can you not keep customers and staff updated.,2447727,,[2447727],2447728.0,unknown,0.4134842444859515,True,True,True,False
2935947,AmazonHelp,False,Wed Nov 29 10:45:51 +0000 2017,"@811677 Hey, we're unable to tell when an item will be back in stock when it is listed as ""Temporarily Out of Stock"" . It may be possible to buy the same item from one of our sellers. More info here: https://t.co/vaCwOWPq4t ^TI",,2935948.0,[],2935948.0,account_access,0.7262242015106972,False,False,False,True
2301039,469146,True,Sun Nov 12 17:20:38 +0000 2017,"Woke up....hyped for a Sunday stream......................................................

Comcast.","2301025,2301040,2301041,2301042",,"[2301025, 2301040, 2301041, 2301042]",2301039.0,order_status,0.6862620706582638,False,False,True,False
1803836,British_Airways,False,Fri Oct 13 16:14:59 +0000 2017,"@542004 We can take a look for you, Jessi. Please DM your booking reference, full name, home and email address and contact number. ^Steph",1803837,1803838.0,[1803837],1803838.0,refund_request,0.8636352269550363,False,False,False,True
2430539,ChaseSupport,False,Wed Nov 15 00:42:32 +0000 2017,"@381208 Yes, you are correct. ^JM",,2430537.0,[],2430538.0,refund_request,0.6426991977736426,False,False,False,True
1772478,532725,True,Tue Oct 17 22:37:25 +0000 2017,@XboxSupport This is what a friend sent me that he was able to download 4K assets for Gears 4 already https://t.co/rjhWDgWZ4d,1772479,1772477.0,[1772479],1772476.0,unknown,0.6281084432464259,False,True,True,False
2865658,UPSHelp,False,Tue Nov 28 00:09:00 +0000 2017,@237531 I am sorry this happened. We can get this looked into. Please DM us the tracking number. ^LD https://t.co/wKJHDXWGRQ,,2865659.0,[],2865659.0,refund_request,0.4923320872098737,True,True,False,True
2767449,Morrisons,False,Tue Nov 21 10:48:06 +0000 2017,@773874 including the store name and time so I can loo into this? - Georgina (2),,2767450.0,[],2767450.0,general_query,0.9705637298357765,False,False,False,True
2688983,British_Airways,False,Sun Nov 19 15:38:11 +0000 2017,"@756041 We’re sorry to hear this Michel, we’ll look into this for you. Can you please DM us your booking reference, email address and home address? ^Kieran",,2688984.0,[],2688984.0,billing_issue,0.4373157856255909,True,True,False,True
2784688,777524,True,Tue Nov 21 18:00:29 +0000 2017,UPS wouldn't deliver my package unless I was there. I've been waiting for them to come back like. Now I have to go and pick it up because it says it's reached the maximum days. https://t.co/D6IENHrKR6,2784686,,[2784686],2784688.0,account_access,0.4995811818306035,True,True,True,False
441943,121191,True,Wed Oct 11 10:44:32 +0000 2017,@Delta Dleta app won't open.,441942,441944.0,[441942],441945.0,billing_issue,0.4343973072619504,True,True,True,False
1982520,145685,True,Wed Oct 18 18:22:27 +0000 2017,@O2 Eventually I’ve sorted it out due to a nice man at your call centre! Still without phone service until Saturday! But I am thankful for that,1982523,1982519.0,[1982523],1982522.0,refund_request,0.5384494028615112,True,True,True,False
1827449,548466,True,Wed Oct 25 12:28:20 +0000 2017,"@idea_cares Hi,my brother visited idea store bt they told him to check with Airtel so want to know if I was using idea service y should I visit Airtel ?",,1827446.0,[],1827450.0,order_status,0.6467004200146054,False,False,True,False
2016267,596248,True,Sun Nov 05 17:24:06 +0000 2017,Testing @Ask_Spectrum 😳. Hope we can get this service constantly. https://t.co/MprXbkN3JB,2016266,,[2016266],2016267.0,refund_request,0.5517340421369923,True,True,True,False
2034638,ChipotleTweets,False,Mon Nov 20 01:18:58 +0000 2017,@249888 Please check your DMs -Whit,,2034639.0,[],2034639.0,billing_issue,0.6351001336786208,False,False,False,True
1082877,152882,True,Fri Oct 13 16:47:45 +0000 2017,@GWRHelp You’re missing the point - delays happen too often for the same reasons over &amp; over. Never gets resolved (its left now - Wi-fi doesn’t work),"1082875,1082883",1082884.0,"[1082875, 1082883]",1082889.0,order_status,0.8083432052537545,False,False,True,False
2845083,791409,True,Mon Nov 27 14:56:57 +0000 2017,@739884 @115993 Damn how that happened?,2845082,2845084.0,[2845082],2845084.0,billing_issue,0.41883402888062726,True,True,True,False
510340,237244,True,Fri Dec 01 22:55:20 +0000 2017,@AmazonHelp I have DM you,,510339.0,[],510341.0,technical_problem,0.7468283112564048,False,False,True,False
360256,AmazonHelp,False,Sun Oct 08 16:45:33 +0000 2017,"@201319 Please connect with our support team here: https://t.co/TK4yevTaND, and we'll assist you regarding this. ^NR 2/2",,360257.0,[],360257.0,order_status,0.6925681190642328,False,False,False,True
1534053,117958,True,Fri Nov 03 23:31:58 +0000 2017,@AlaskaAir @475742 Why? Do you havr a magical solution you’ve been keeping to yourself? smdh,1534055,1534052.0,[1534055],1534054.0,account_access,0.8876524438725523,False,False,True,False
2774184,775317,True,Tue Nov 21 14:38:06 +0000 2017,"@AmazonHelp 1er date de livraison est entre 14-15 nov. commes ils sont tous en retard,j'ai recu des nouvelles dates de livraison, c'est entre 17-20 nov.",2774183,2774185.0,[2774183],2774188.0,order_status,0.5808785350732173,True,True,True,False
1176644,ChaseSupport,False,Wed Oct 25 19:29:18 +0000 2017,"@351824 1/2 As of October 19th, all California residents will be eligible for the offer that includes",,1176642.0,[],1176645.0,account_access,0.6679569128304257,False,False,False,True
1210419,VirginTrains,False,Wed Oct 25 11:38:15 +0000 2017,@404130 @122784 Sorry to hear this Dan. Can you explain more on why you missed your train? ^BT,1210420,1210421.0,[1210420],1210421.0,unknown,0.566941683576222,True,True,False,True
2947696,814131,True,Wed Nov 29 15:12:02 +0000 2017,@O2 I need to speak to someone asap. This automated service button pressing is long. Thanks,2947695,,[2947695],2947696.0,billing_issue,0.5178002927812193,True,True,True,False
2680627,754168,True,Tue Oct 31 15:22:24 +0000 2017,"@115783 I am trying to use an issued credit, however the amount shown is not the same as what I was told I would be issued. Help??",2680626,,[2680626],2680627.0,smalltalk,0.5372734418187682,True,True,True,False
1517455,AmericanAir,False,Tue Oct 17 00:19:22 +0000 2017,@472056 We're allowing 2 free bags within size and weight for those flying to affected areas.,1517456,1517457.0,[1517456],1517459.0,refund_request,0.43625524923818165,True,True,False,True
563420,251914,True,Sun Feb 05 14:11:32 +0000 2017,@AldiUK Got this chilli jam in a Christmas 3pack - it's delicious! Any chance you'll start selling it year round? https://t.co/2jkB4UkSZJ,563418,,[563418],563420.0,refund_request,0.46540891761152864,True,True,True,False
1344933,VirginTrains,False,Fri Oct 27 16:31:12 +0000 2017,"@433625 Hi there, sorry to hear you've not heard back. We'd advise contacting our team on 08000 158 123 &amp; they should be able to assist",,1344934.0,[],1344934.0,technical_problem,0.4942622579930469,True,True,False,True
421037,215339,True,Tue Oct 10 07:58:58 +0000 2017,"@AmericanAir You should tell @215340 this is inadmissible, you are boarding from the Schengen area !",421039,421036.0,[421039],421038.0,smalltalk,0.6513475638639612,False,False,True,False
1115916,AmericanAir,False,Tue Oct 24 03:56:33 +0000 2017,@383323 We'd like more information. Please DM your record locator and details.,,1115917.0,[],1115917.0,billing_issue,0.7265390331354975,False,False,False,True
2585597,AppleSupport,False,Fri Nov 17 00:31:31 +0000 2017,"@732661 We'd like to help. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",2585598,2585599.0,[2585598],2585599.0,general_query,0.7239345800498733,False,False,False,True
