tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1657619,420230,True,Sun Nov 05 19:08:51 +0000 2017,"@AskeBay Please consider the Windows Bridge fpr iOS https://t.co/5tKzmxyWyt
I'd love to better ebay access on a better mobile site and apps.",1657618,1657620.0
2449598,ArgosHelpers,False,Sun Oct 29 16:03:54 +0000 2017,@702075 DM us with your details and we will look into this for you ~ Vicky,,2449599.0
2780106,VerizonSupport,False,Tue Nov 21 16:03:54 +0000 2017,@776505 Let me partner you with our Verizon Wireless team @115990.  They should respond as quickly as possible.,,2780107.0
2713852,DoorDash_Help,False,Mon Nov 20 02:24:53 +0000 2017,"@761841  Hi. Please send us a direct message with the promo code and your email at @doordash_help, and we'll take a look for you.",,2713853.0
1291,sprintcare,False,Tue Oct 31 22:26:44 +0000 2017,@115712 Just click ‘Message’ at the top of your profile. We're always here and eager to assist.,1292,1293.0
565872,252634,True,Sun Dec 03 00:34:14 +0000 2017,Tired of stories like this.  Amazon told me that they would put AMZL at the bottom of the list of carriers.  I told them that I would cancel any order that is being delivered by them.  I also am not renewing prime. https://t.co/3r8KmeHUnx,565871,
530608,242899,True,Sat Dec 02 18:40:47 +0000 2017,@British_Airways I’ve scrolled up and down the page on both the app and desktop and the option of non flight extras isn’t there :(,,530605.0
174953,AppleSupport,False,Fri Nov 24 23:45:23 +0000 2017,"@157047 We'd be happy to help with FaceTime. The app is software, but it does require specific hardware on the device in order to access it. This can explain more if you are having troubles with FaceTime: https://t.co/ykxNO0jLw6",,174954.0
1200719,AirAsiaSupport,False,Wed Oct 25 05:44:16 +0000 2017,"@402128 Hi Niqqi, ensure to have 3-4 hours connecting time for separate bookings to avoid inconvenience and misconnection. Thanks. -Floi",,1200720.0
953217,AppleSupport,False,Sat Oct 21 20:46:00 +0000 2017,@333046 We can look into this further. Please reach out to us in DM https://t.co/GDrqU22YpT,,953218.0
5748,117071,True,Sun Nov 26 00:45:38 +0000 2017,@116072 Thanks mike... more concerned about the fact I signed up for service on nov 4 and still don’t have internet.,1470728,5747.0
2278301,AmazonHelp,False,Sat Nov 11 18:54:00 +0000 2017,@217595 I get your concern regarding Amazon Video language filter. I've noted your comments and have forwarded your feedback internally. ^SM,,2278302.0
963063,VerizonSupport,False,Sun Oct 22 01:14:03 +0000 2017,"@347339 Hi Kate, if you are not able to verify the account we are not allowed to access it for you. We have to follow privacy laws.
^FEM",,958101.0
2103597,621097,True,Wed Nov 08 11:07:11 +0000 2017,"@GWRHelp Full of praise for the Paddington-Penzance sleeper I took last night - clean, fantastic staff, comfortable and well furnished - well done GWR I am impressed! Great way to travel",2103596,
215127,AmazonHelp,False,Thu Oct 05 01:41:00 +0000 2017,@167112 Have you noticed this happening with a specific carrier? The carrier can be found here: https://t.co/Y5jpI9gRhE ^ML,,215128.0
1754653,159495,True,Tue Nov 07 18:51:48 +0000 2017,"@140999 @115913 @329349 Try getting on JoD with the cheapest option phone available and then after 30 days Jump to the X, should have zero DP",1754651,1754654.0
970615,199336,True,Sun Oct 22 07:17:41 +0000 2017,"@115850 @AmazonHelp 
Does it take 7 days time to reach from Bengaluru to Mumbai. If i order this today ur app it can come by tomorrow? Should i cancel await refund and re-order? @42805 how are things being managed at your end? I need a response to this fiasco. https://t.co/xF8QXqbt0K","970620,970613,970621,970622,970623",
248949,175156,True,Thu Oct 05 19:42:39 +0000 2017,@NikeSupport Done.  Many thanks for trying to sort the issue,,248948.0
1429569,452031,True,Thu Nov 02 07:07:38 +0000 2017,@Delta :-/ Appreciate the apologies. Getting the last hour back would be great as well. Or maybe the miles I’m spending 🤷🏻‍♂️,"1429570,1429571",1429567.0
2315949,671522,True,Thu Oct 19 22:37:34 +0000 2017,@AppleSupport  what is going on I did the update for my Iphone 6plus. Now battery keeps dying. You can watch the percent just drop to 0%,2315947,
2117991,Uber_Support,False,Wed Nov 08 13:58:51 +0000 2017,@358764 Here to help! Send us a DM with your email address with more info so we can assist.,,2117992.0
1889585,AppleSupport,False,Sun Oct 22 15:15:45 +0000 2017,"@563506 If you're having issues with the microphone on your device, we'll be more than happy to get this sorted. Please DM us more info. https://t.co/GDrqU22YpT",,1889586.0
2052625,Ask_Spectrum,False,Thu Oct 05 23:51:58 +0000 2017,@607045 Hello. I apologize for the service issue and I would like to check on this for you. Please send the phone number ... https://t.co/qs0qnAVG7H,2052626,2052627.0
954249,346421,True,Sat Oct 21 14:51:57 +0000 2017,@AppleSupport how much does it cost to get my iPhone 6 Plus screen fixed?,954248,
1212378,404209,True,Wed Oct 25 12:38:12 +0000 2017,@Tesco Sent,,1210816.0
903259,IHGService,False,Sun Oct 22 22:45:30 +0000 2017,@221415 2/2 your concerns. A technician will be alerted about the WiFi in the meantime.^gc https://t.co/2rT0l9N9Cu,,903258.0
1782593,AskPayPal,False,Sun Oct 29 16:40:29 +0000 2017,@535562 Thanks for letting us know! I have responded to your DM. Please check this when you have a chance! :) ^NEM,,1782591.0
359787,201216,True,Sun Oct 08 16:38:46 +0000 2017,"@AmazonHelp Just emailed! Thanks, boo!",,359786.0
863703,325112,True,Mon Nov 20 23:50:33 +0000 2017,@SpotifyCares so is this on Spotify or not? Shows up online but not in the app.... https://t.co/WXhiMeT8MU,863702,
1756216,AskAmex,False,Tue Nov 07 19:24:00 +0000 2017,@237700 Hi.Some of these offers could be based on where you use your card. Please be sure to check your account online under My Offers.,1756217,1756215.0
172819,SouthwestAir,False,Fri Nov 24 22:17:33 +0000 2017,"@156420 Thanks for the shout out, Catherine! We look forward to seeing onboard again soon! ^SH",,172820.0
1455670,Tesco,False,Thu Nov 02 19:44:46 +0000 2017,"@457880 @457881 Hi Debbie, sorry to learn that these products have gone off before the used by date. 1/4",,1455671.0
1723528,SpotifyCares,False,Tue Nov 07 09:05:53 +0000 2017,@521369 Hey there! Could you DM us your account's email address? We'll check backstage /LW https://t.co/ldFdZRiNAt,,1723529.0
2295667,AppleSupport,False,Mon Nov 13 14:35:36 +0000 2017,@263940 Fantastic!  We're glad to hear that you got the credit for your hard work. Have a good rest of your day.,,2295665.0
390690,NikeSupport,False,Wed Oct 11 14:09:52 +0000 2017,"@208015 Please give us a call at 1-800-379-6453 (8a-5p PT, M-F) to assist you further.",390691,390689.0
92536,136038,True,Thu Nov 30 14:15:38 +0000 2017,@AppleSupport whenever I BUY a song or album on iTunes it first of all  charges me and then tells me I haven't purchased it so I always have to purchase everything multiple times in order to have it in my music and then it'll tell me I can't listen to it because I don't have,92535,
2345374,321445,True,Fri Oct 20 06:40:42 +0000 2017,@ArgosHelpers tried to order this on the 28th of October.  However Argos Website crashed.  Are u going to honour the price.  Thank you https://t.co/J568V9IL2y,2345373,
603403,263352,True,Sun Dec 03 21:47:24 +0000 2017,Literally cable tv would go out of business if they went to pay as you consume model or service is available model. #Spectrum,603402,
2160311,634483,True,Wed Nov 08 06:33:33 +0000 2017,Hey! I'm having trouble loading Hulu for an odd reason. It say's that javascript isn't enabled although I do have it enabled. I even turned off adblock. It would be greatly appreciated for some help @hulu_support,2160310,
2091185,618007,True,Mon Nov 20 06:35:28 +0000 2017,@USCellularCares can you unlock my iphone 6,2091183,
1289948,321410,True,Thu Oct 26 20:04:34 +0000 2017,@115913 @115725 @ATT Can't be worse than @115911. Officially on our 4th month of them not paying our Sprint bill to switch. As promised. Now it's in collections,1292337,1289937.0
504822,DellCares,False,Fri Dec 01 20:36:25 +0000 2017,"@235730 and click on "" How to disable Automatic Restart"".
Should you need any assistance, DM the system service tag along with the registered owner name and your email address in order to assist you further. 
Link to find the service tag: https://t.co/mrUc4VMt8w.^KL (2/2) https://t.co/oEoSPnwg0y",,504823.0
2447728,701646,True,Wed Nov 15 01:45:42 +0000 2017,@AmericanAir So disappointed in your service. How can you not keep customers and staff updated.,2447727,
2935947,AmazonHelp,False,Wed Nov 29 10:45:51 +0000 2017,"@811677 Hey, we're unable to tell when an item will be back in stock when it is listed as ""Temporarily Out of Stock"" . It may be possible to buy the same item from one of our sellers. More info here: https://t.co/vaCwOWPq4t ^TI",,2935948.0
2301039,469146,True,Sun Nov 12 17:20:38 +0000 2017,"Woke up....hyped for a Sunday stream......................................................

Comcast.","2301025,2301040,2301041,2301042",
1803836,British_Airways,False,Fri Oct 13 16:14:59 +0000 2017,"@542004 We can take a look for you, Jessi. Please DM your booking reference, full name, home and email address and contact number. ^Steph",1803837,1803838.0
2430539,ChaseSupport,False,Wed Nov 15 00:42:32 +0000 2017,"@381208 Yes, you are correct. ^JM",,2430537.0
1772478,532725,True,Tue Oct 17 22:37:25 +0000 2017,@XboxSupport This is what a friend sent me that he was able to download 4K assets for Gears 4 already https://t.co/rjhWDgWZ4d,1772479,1772477.0
2865658,UPSHelp,False,Tue Nov 28 00:09:00 +0000 2017,@237531 I am sorry this happened. We can get this looked into. Please DM us the tracking number. ^LD https://t.co/wKJHDXWGRQ,,2865659.0
2767449,Morrisons,False,Tue Nov 21 10:48:06 +0000 2017,@773874 including the store name and time so I can loo into this? - Georgina (2),,2767450.0
2688983,British_Airways,False,Sun Nov 19 15:38:11 +0000 2017,"@756041 We’re sorry to hear this Michel, we’ll look into this for you. Can you please DM us your booking reference, email address and home address? ^Kieran",,2688984.0
2784688,777524,True,Tue Nov 21 18:00:29 +0000 2017,UPS wouldn't deliver my package unless I was there. I've been waiting for them to come back like. Now I have to go and pick it up because it says it's reached the maximum days. https://t.co/D6IENHrKR6,2784686,
441943,121191,True,Wed Oct 11 10:44:32 +0000 2017,@Delta Dleta app won't open.,441942,441944.0
1982520,145685,True,Wed Oct 18 18:22:27 +0000 2017,@O2 Eventually I’ve sorted it out due to a nice man at your call centre! Still without phone service until Saturday! But I am thankful for that,1982523,1982519.0
1827449,548466,True,Wed Oct 25 12:28:20 +0000 2017,"@idea_cares Hi,my brother visited idea store bt they told him to check with Airtel so want to know if I was using idea service y should I visit Airtel ?",,1827446.0
2016267,596248,True,Sun Nov 05 17:24:06 +0000 2017,Testing @Ask_Spectrum 😳. Hope we can get this service constantly. https://t.co/MprXbkN3JB,2016266,
2034638,ChipotleTweets,False,Mon Nov 20 01:18:58 +0000 2017,@249888 Please check your DMs -Whit,,2034639.0
1082877,152882,True,Fri Oct 13 16:47:45 +0000 2017,@GWRHelp You’re missing the point - delays happen too often for the same reasons over &amp; over. Never gets resolved (its left now - Wi-fi doesn’t work),"1082875,1082883",1082884.0
2845083,791409,True,Mon Nov 27 14:56:57 +0000 2017,@739884 @115993 Damn how that happened?,2845082,2845084.0
510340,237244,True,Fri Dec 01 22:55:20 +0000 2017,@AmazonHelp I have DM you,,510339.0
360256,AmazonHelp,False,Sun Oct 08 16:45:33 +0000 2017,"@201319 Please connect with our support team here: https://t.co/TK4yevTaND, and we'll assist you regarding this. ^NR 2/2",,360257.0
1534053,117958,True,Fri Nov 03 23:31:58 +0000 2017,@AlaskaAir @475742 Why? Do you havr a magical solution you’ve been keeping to yourself? smdh,1534055,1534052.0
2774184,775317,True,Tue Nov 21 14:38:06 +0000 2017,"@AmazonHelp 1er date de livraison est entre 14-15 nov. commes ils sont tous en retard,j'ai recu des nouvelles dates de livraison, c'est entre 17-20 nov.",2774183,2774185.0
1176644,ChaseSupport,False,Wed Oct 25 19:29:18 +0000 2017,"@351824 1/2 As of October 19th, all California residents will be eligible for the offer that includes",,1176642.0
1210419,VirginTrains,False,Wed Oct 25 11:38:15 +0000 2017,@404130 @122784 Sorry to hear this Dan. Can you explain more on why you missed your train? ^BT,1210420,1210421.0
2947696,814131,True,Wed Nov 29 15:12:02 +0000 2017,@O2 I need to speak to someone asap. This automated service button pressing is long. Thanks,2947695,
2680627,754168,True,Tue Oct 31 15:22:24 +0000 2017,"@115783 I am trying to use an issued credit, however the amount shown is not the same as what I was told I would be issued. Help??",2680626,
1517455,AmericanAir,False,Tue Oct 17 00:19:22 +0000 2017,@472056 We're allowing 2 free bags within size and weight for those flying to affected areas.,1517456,1517457.0
563420,251914,True,Sun Feb 05 14:11:32 +0000 2017,@AldiUK Got this chilli jam in a Christmas 3pack - it's delicious! Any chance you'll start selling it year round? https://t.co/2jkB4UkSZJ,563418,
1344933,VirginTrains,False,Fri Oct 27 16:31:12 +0000 2017,"@433625 Hi there, sorry to hear you've not heard back. We'd advise contacting our team on 08000 158 123 &amp; they should be able to assist",,1344934.0
421037,215339,True,Tue Oct 10 07:58:58 +0000 2017,"@AmericanAir You should tell @215340 this is inadmissible, you are boarding from the Schengen area !",421039,421036.0
1115916,AmericanAir,False,Tue Oct 24 03:56:33 +0000 2017,@383323 We'd like more information. Please DM your record locator and details.,,1115917.0
2585597,AppleSupport,False,Fri Nov 17 00:31:31 +0000 2017,"@732661 We'd like to help. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",2585598,2585599.0
1975041,584879,True,Wed Nov 01 15:26:41 +0000 2017,@115783 contacted a host about their misleading price on their rental. They told me you are the one that sets the price. NOT OKAY.,1975039,
2212902,646730,True,Thu Nov 09 23:57:15 +0000 2017,Hope you guys have had a great 2 days without me! This is who I got to present to this morning!… https://t.co/esEjz3CYTx,2212901,
411160,213062,True,Tue Oct 10 00:18:58 +0000 2017,@Uber_Support You haven't,,411158.0
683792,283194,True,Mon Nov 27 07:41:52 +0000 2017,"@AmazonHelp Hi, the new unit went off twice over the weekend whilst playing a radio channel. It makes this garbled/strangled computer noise (as though it's not getting a signal) then she goes quiet. U ask her to play the radio again and she can't, reboot and fine again.",683794,683791.0
2114843,623506,True,Wed Nov 08 18:13:30 +0000 2017,@ArgosHelpers I checked on line at around 3.30 and went back on line at just after 4pm and it was gone,2114845,2114842.0
1755644,British_Airways,False,Tue Nov 07 19:17:54 +0000 2017,"@528692 Hi Rita, we'll usually advertise the costs of the flights when it's released fully. If you don't see anything, it's operating each 1/2",,1755643.0
1183206,sainsburys,False,Sat Nov 25 18:46:52 +0000 2017,"@398224 Oh that's no good Phillian. Can you DM us a picture of the barcode and the name of the store you bought them from by clicking the link below please? Thanks, Sas https://t.co/MdMtnTlX6H",,1183207.0
2343597,AskTarget,False,Sun Nov 12 15:37:16 +0000 2017,@677803 Thanks for reaching out. I'd be more than happy to see if i can find any at a location near you. Please DM us with more details about the item like a photo or an item number if you have that. https://t.co/bEVlRVM6db,2343598,2343599.0
2563670,727469,True,Thu Nov 16 18:11:19 +0000 2017,"@SouthwestAir I love your airlines - and always have - but I did not love my customer service experience today 😔  I needed help managing my Companion Pass, but the rep was impatient with me and she curtly pointed me back to your website. #bummed #pleasehelp",2563669,
2946751,813914,True,Wed Nov 29 15:45:49 +0000 2017,@AmazonHelp Ni chez les voisins,,2946750.0
227692,170301,True,Thu Oct 05 08:10:29 +0000 2017,"@AmazonHelp what order lmao, there's no beef available on the site",227694,227691.0
2472017,GreggsOfficial,False,Wed Nov 15 11:15:29 +0000 2017,@706948 😱😱😱 Where?!,2472018,2472019.0
1187838,GooglePlayMusic,False,Sun Oct 15 19:53:40 +0000 2017,@399320 Hi there. We're working on expanding the podcast option across locations. We cant share any specific date just yet.,1187839,1187840.0
1662112,229827,True,Mon Nov 06 08:19:07 +0000 2017,"Love being a standstill on @SW_Help train for 10 mins and the guard doesn't feel obliged to say anything. He's been very chatty to now, too.",1662110,
12671,British_Airways,False,Wed Nov 01 01:34:55 +0000 2017,"@117532 Hi Teresa. If you continue to experience issues, we can only recommend that you check in at the...1/2",,12670.0
1963745,582205,True,Tue Oct 31 02:49:34 +0000 2017,Likewise @11409 @ask_spectrum. #chartersux ##spectrumsux https://t.co/8DR1anmeZh,1963743,
2624270,198187,True,Sat Oct 28 20:40:21 +0000 2017,@hulu_support any outages? I keep getting the Hulu was unable to start message.,2624269,
1386437,AmazonHelp,False,Tue Oct 31 20:57:56 +0000 2017,"@442615 If your fans are having trouble with third-party sellers, please have them report it here: https://t.co/AZ1AkCPCEf ^SJ",,1386438.0
2062137,149893,True,Fri Oct 06 06:09:49 +0000 2017,@AppleSupport Wtf https://t.co/uhAahsIc3P,2062136,2062138.0
2386707,442234,True,Fri Oct 20 10:05:47 +0000 2017,@AmericanAir hi do you not have direct flights from Manchester UK to ORD in Jan-March? I can't find any online.,2386706,
98932,BofA_Help,False,Thu Nov 30 17:11:04 +0000 2017,@137659 We’d like to keep you as a customer. Please let me know how I can help. ^ig,,98933.0
1318303,427886,True,Fri Oct 27 08:36:09 +0000 2017,@AmazonHelp Three times..Everytime new pickup schedule given...Something wrong happening with Amazon..Never faced this kind of issues with Amazon..,"1318305,1318306",1318302.0
2229476,650626,True,Fri Nov 10 08:49:27 +0000 2017,Watch the blue dots. Hey @AppleSupport is something wrong here? https://t.co/QqPpojJAEs,2229475,
1540251,hulu_support,False,Sat Nov 04 02:12:56 +0000 2017,"@477377 Hulu here! We do, we do! 👋 All 202 original eps + the S10 6 ep reboot are available and ready to binge now: https://t.co/NiO9Ju9yFx!",1540252,1540253.0
112370,AmericanAir,False,Thu Nov 23 20:15:45 +0000 2017,@140948 We'll have everything up and running in December. Take a look her for more info: https://t.co/2l3PoK3sPo,,112371.0
1385845,NikeSupport,False,Mon Oct 16 15:05:56 +0000 2017,"@442485 We're here to assist. Can you tell us what device, operating system, and version of the NRC app you're using?",,1385846.0
1402935,446179,True,Sat Oct 28 16:41:59 +0000 2017,Same day the iPhone X is released my 6s+ can’t hold a charge and won’t recognize my camera... come on @115858,1402933,
617988,266623,True,Wed Nov 22 13:50:30 +0000 2017,.@AmericanAir this year I am thankful for all of the safe flights and great service your employees provided me for the past 104 flights. 16 more segments to go! #AAdvantage,617987,
572077,SpotifyCares,False,Sun Dec 03 04:36:30 +0000 2017,"@254425 Hi! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/1dgftcFtzc /AP",,572078.0
830485,317754,True,Fri Oct 13 02:49:04 +0000 2017,@AskRBC any news on when will RBC support #AndroidPay,830484,
993828,355431,True,Sun Oct 22 15:57:22 +0000 2017,"@sainsburys We shop online. Our closest store is the one in Sixfields, Northampton. I looked for it on your website for home delivery but its not there.",993830,993827.0
2417228,694660,True,Sun Oct 29 10:14:45 +0000 2017,That ham and cheese sandwich from @sainsburys was really nice had loads of ham in it just the way a sandwich should be 😁,2417226,
38422,124369,True,Mon Oct 30 21:23:20 +0000 2017,"@hulu_support Also, why do you have to make it more complicated.  Whomever designed this new layout is a stovepipe programmer.",38421,
1429609,452041,True,Thu Nov 09 18:19:38 +0000 2017,@AmericanAir Where can I file for a refund for my hotel stay I had to pay out of pocket for ??,1429611,1429608.0
536591,AmazonHelp,False,Sat Dec 02 13:25:33 +0000 2017,@206110 Prime Music is currently only available to select Prime Members participating in the Amazon Echo Devices invite only program. Please stay tuned for further update. ^NK,536592,536593.0
89915,135480,True,Thu Nov 30 14:29:50 +0000 2017,@BofA_Help   acct 7452 V Vanorden. why can't i email you to dispute charges? I have 2/3 paypal charges with overdraft charge.. I have a letter fro paypal that you can't view on a phonecall.,"89914,89916",
2803212,hulu_support,False,Wed Nov 22 01:32:50 +0000 2017,@173106 Apologies! You should be able to watch Live TV at https://t.co/fNpX9TlYr5. Let us know more info if you're having trouble.,2803213,2803214.0
220809,AskDSC,False,Thu Aug 24 20:39:23 +0000 2017,@168711 Oops. Shoot us a DM with your email/shipping address and we'll help you out. https://t.co/viHbnoBgMT,,220810.0
427160,Safaricom_Care,False,Thu Oct 12 10:06:45 +0000 2017,"@216603 Hi, you currently can get the statement via PDF via email or Print out. ^JR",427161,427159.0
2662939,127677,True,Tue Oct 31 06:36:44 +0000 2017,@GWRHelp hi how many coaches will there be for the 7.21 from Slough to Paddington?,2662938,
537101,244498,True,Sat Dec 02 13:33:14 +0000 2017,"@122569 I am on line regarding my issue but your representative not ready to help me out. 
9999722815",537100,
34511,AmazonHelp,False,Wed Nov 01 13:21:33 +0000 2017,@123479 Hi. I'm sorry to hear that. What was the expected delivery date given at the time the order was placed? ^DC,,34512.0
1744577,526077,True,Tue Nov 07 10:55:11 +0000 2017,"@marksandspencer’s #LoveTheBear Christmas advert is so cute 🐻 @139432, always a hero. #christmas 🎄 https://t.co/0H4v505bZG",1744576,
2463109,AmazonHelp,False,Wed Nov 15 09:03:27 +0000 2017,@705041 Please don’t provide your order details as we consider them to be personal info. Our page is visible to the public. 2/2^SC,,2463110.0
